Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
43,0.4771027822864592,0.16599035889262662,0.11144258557206078,0.04582034985681987,0.037534845874225245,0.06453695882396418,0.04617033138764556,0.015054358574528933,0.01784110608711695,0.018506322644552826
44,0.5397685136428454,0.007186330581192908,0.011667049040239366,0.02802626178618302,0.03751452829156162,0.08174266592217069,0.015929233050936138,0.2554050247439754,0.011274344141489407,0.011486048799405527
45,0.7660923303249358,0.08004339518659086,0.003942359939089488,0.03021602743277129,0.012362992850171468,0.020488761833219907,0.013159097064550991,0.043899970973140634,0.0020724230541752098,0.02772264134135444
46,0.10872969598683459,0.8568720815151702,0.010375482294296549,0.004801969938516365,0.007184810963698531,0.0026272196426145597,0.006972350797759866,0.0006004234107031069,0.0006212537330024112,0.0012147117174038363
47,0.059045664725173266,0.9101732007522149,0.002100679443599492,0.012805950829665064,0.0043169566260987365,0.0017363803248815193,0.007565989199990241,0.0002946910322522063,0.001045980762384296,0.0009145063037402857
48,0.8705462069789618,0.0782333728160301,0.0048539704796799685,0.005724669279960944,0.017821496045350327,0.004192987386641643,0.01049167950359311,0.004381968457513781,0.0005194203583258381,0.003234228693942806
49,0.21477181242204707,0.02784914415096724,0.0074749677612389685,0.44082687002822707,0.04575240710173373,0.08400748406953693,0.05485347475227645,0.1031833095422944,0.0031687890937537482,0.018111741077923897
50,0.7555781110167773,0.03955301531851382,0.0012448671067567742,0.03748380466095284,0.018148672299433243,0.060523079350415794,0.0221965679233227,0.052692259579474814,0.003323790004498642,0.009255832739854409
51,0.25536335233931096,0.5094116198530959,0.09925839052639869,0.026274116428383416,0.02378323354802885,0.03656158261422687,0.02384028855070078,0.004048036824572166,0.015324847746399813,0.006134531568882514
52,0.0950131598157316,0.051395849788692896,0.5894063065068054,0.0174496604388392,0.07776433926204314,0.09895018537608541,0.033769389398888947,0.008999340505769747,0.018490063060805677,0.008761705846337746
53,0.40699454367473736,0.1250032167368271,0.008735423339633402,0.1058559126624746,0.03246437043044356,0.20331987929121184,0.08269397451342948,0.019477249778450563,0.008355489810475947,0.007099939762316409
54,0.8051393569761159,0.013355891099559678,0.0015723272783770205,0.009697314647894237,0.020614137363181465,0.00743934644898235,0.07389660476380182,0.052052804677182034,0.002029356565790084,0.014202860179115647
55,0.013198049649893597,0.0026914033473361305,0.8720412355261278,0.0016367334493339616,0.01002135432589062,0.048806788382974045,0.004042970512946657,0.0007622097897913558,0.04554522533195276,0.0012540296837534079
56,0.017341009670527107,0.018869182706431002,0.33382432144417173,0.003740452748817721,0.05553092046901941,0.047160901239228885,0.023934819575315514,0.0012413047234872833,0.49460343591732814,0.0037536515056738095
57,0.037461395439558495,0.019927885530918014,0.07623000945194461,0.05177640204825831,0.056360910382337225,0.10614563257115973,0.027988192920098187,0.004850984785429503,0.5796436548587547,0.03961493201154138
58,0.8142924939453493,0.040128709054691264,0.008339962108792242,0.010048072877658559,0.07406315645736997,0.009731448157428237,0.021327775061169583,0.006867631866806346,0.0028728121459466217,0.012327938324787442
59,0.03274413942257073,0.03136513357009964,0.800392362272684,0.013786550385696227,0.021186293784740937,0.05208821339381206,0.01252508542596869,0.002978293808117031,0.027012993200103093,0.005920934736206891
60,0.8323472198985956,0.04099553356488046,0.00594033658003023,0.004017969404427651,0.014034949286025585,0.07087343033643054,0.016503609381009487,0.00959650998274453,0.0013971369708901111,0.004293304594966233
61,0.8001663326283134,0.017509780499880553,0.0008750071580535384,0.052380596446611784,0.02656741702864897,0.025122976235368005,0.0262443033336665,0.028393267577986922,0.0012767122414843104,0.021463606849985738
62,0.8163506173080869,0.037198224059868334,0.008290347035071853,0.03338234819773187,0.020807896791748326,0.03962562521904056,0.018219545994897217,0.005926039389248574,0.0012142961688923139,0.01898505983541403
63,0.47234423273228,0.05690121728816579,0.003059126571562468,0.2538513608876365,0.06965051991910759,0.03437626360624163,0.04847098928213392,0.03576531155177101,0.0027881436734556466,0.02279283448764543
64,0.7799223156541514,0.08713436389724713,0.021427884251715476,0.013183411640385594,0.03798999375525596,0.012967960366968564,0.02269528294838444,0.007013788828121796,0.0050794786026461345,0.012585520055123135
65,0.28320906798037226,0.016274465218593714,0.0039954055768485885,0.10059030471121595,0.2575361766399792,0.20043047775320655,0.07406887139768231,0.013079254048635984,0.041131231337055055,0.009684745336410302
66,0.44486266402188185,0.3340507851396829,0.05538546027266083,0.038736756567499434,0.02495421732653275,0.025492312910142177,0.03471840556872225,0.011040159716926774,0.01158873742285905,0.01917050105309246
67,0.832422996951719,0.03765678848637063,0.005585684565976474,0.02090539257367436,0.00879125342507759,0.02308594473019508,0.01621405609856274,0.026320246867516318,0.00294950440758672,0.026068131893321144
68,0.04773857862596428,0.6662245364390611,0.007148914706452191,0.21284925039261574,0.01328818689251236,0.00534578951486312,0.039873605487694835,0.0018055062485316255,0.0009392659537551878,0.004786365738550124
69,0.03124363494410376,0.9065278905387482,0.005025799541142844,0.024379057619569832,0.012362907950861896,0.0035182471805576894,0.014059987279090885,0.00045894205347735573,0.0012203666073094884,0.0012031662851382623
70,0.7225025717269051,0.04104859689435838,0.009549723725599032,0.043891316678471196,0.06653152934821838,0.021015413887629224,0.061156731323236714,0.024469123945183916,0.0009831526179393132,0.008851839852458058
71,0.6764809158480345,0.13268489012904372,0.03576689497899365,0.027149384277769445,0.03898393136481092,0.01795713396886676,0.029589385094922205,0.019586422206625917,0.009286753084331495,0.01251428904660233
72,0.7566225880677129,0.033339528997789775,0.008574297921413098,0.011804430226574797,0.0892714667643932,0.018522704260702298,0.04123586301268413,0.03181222591651694,0.0033340966036909925,0.005482798228521824
73,0.4617795373047971,0.014989620847058184,0.006596081960375569,0.08262003435944737,0.07194003038040896,0.1751463596468035,0.036396062214547296,0.12593357567553629,0.002291797596762742,0.022306900014262186
74,0.288853267036329,0.019164997114610612,0.009164516102613651,0.08370016665462031,0.29510939363490246,0.03502171352982449,0.16745314560066768,0.03915727925038771,0.00730739424226608,0.05506812683377776
75,0.9066779033139145,0.008781803307129299,0.0024365089493636936,0.0012938454053195796,0.008257615655720925,0.003268850778211272,0.01301058634459239,0.038223818195123556,0.0020560071857033033,0.0159930608649209
76,0.05505368037278514,0.6663020670847153,0.17875637178298637,0.013492155915744264,0.011699658183353272,0.025413936658474075,0.028308663621883848,0.002113769635456143,0.012395273032981961,0.00646442371161949
77,0.617006262645338,0.13737431241057443,0.008801351580963443,0.04867819106385919,0.02678313369801305,0.02185006783932824,0.030017045768821186,0.07598148054689316,0.004530379168006255,0.028977775278202576
78,0.002095707368836112,0.015517262382557637,0.7307536049200201,0.0016504351714955658,0.0033342760504467142,0.04917954965819095,0.004483259428268233,0.00025711069934437143,0.1916184070074056,0.0011103873134351494
79,0.030966034829496097,0.012399764796884007,0.14540046400282947,0.006443384817130475,0.012674123062399957,0.12981946782355655,0.016980950163166784,0.0019477881780552138,0.6357618184375011,0.007606203888980664
80,0.4341009842663703,0.055252936039586815,0.010497634747751243,0.21651959033583254,0.04024145279913944,0.08117359875255689,0.035008083956745956,0.02659560900557608,0.010489884517974736,0.09012022557846647
81,0.12311146600027557,0.04219986197927049,0.33967134679089,0.01649514333592953,0.037384778314146244,0.11847468621698788,0.03139386028725137,0.009479488486390977,0.26660392085985746,0.015185447729000635
82,0.7864349257198687,0.0847047314145,0.010730180681024862,0.013856737232785646,0.021768582724646744,0.015982408517343474,0.03170927158279836,0.016645476497123023,0.005194134826160742,0.01297355080374877
83,0.9097197279787154,0.004946290838980662,0.00022025891015169973,0.0017680442721625725,0.006193729389179477,0.003518363568167779,0.021113663632702645,0.04686134591249712,0.0010420087127391803,0.0046165667847029405
84,0.3670199136427211,0.4180400950928179,0.0035836946213231692,0.1659578982325705,0.013506886264669567,0.0035867185742780926,0.01881238157599839,0.0008063289406937941,0.0008002879363255439,0.007885795118602105
85,0.1784148772423435,0.34189863766347783,0.22572678771040383,0.05689657163686773,0.02776307266771315,0.06485055951955598,0.04032822957781762,0.010012269111356938,0.03752862811900695,0.016580366751455963
86,0.7200084182098798,0.023402385973894595,0.02006401009958419,0.012906119355757377,0.06224698649698617,0.03950839148473847,0.020133294368340413,0.0537611947589351,0.009294633152338075,0.03867456609954504
87,0.6017277364323734,0.15681132530736053,0.025712072858335735,0.08950970616237752,0.020027709492234893,0.023808444025765953,0.04186983611634018,0.00788347170936169,0.0063622020075219535,0.026287495888328682
88,0.007505711164879573,0.049240222194241505,0.8839504695506982,0.0034517992867850573,0.009275849824052978,0.03333601318019942,0.004767095985488328,0.00025350097627562066,0.006900742446120747,0.0013185953912579578
89,0.17767011559718496,0.030602520061071423,0.02494226638084217,0.12984434197020533,0.04119446302587295,0.10949001980438615,0.046951848308351384,0.38619822987738883,0.0059971313241392625,0.04710906365055789
90,0.9010299886812082,0.0017297676891588894,0.000615288396037683,0.003438854149109474,0.010251048679111738,0.042922266920865,0.006195095680457701,0.030455346613285212,0.0002672691632006597,0.0030950740275656765
91,0.5720520903345017,0.006040535380562536,0.00922816130261491,0.011312279856951993,0.056370631927911606,0.2635120797491653,0.019843429311417703,0.009177337783880116,0.0010366749897806156,0.05142677936321326
92,0.03645107165229277,0.3114090685384621,0.46167920685559183,0.015614759263952048,0.03655641879667894,0.07988746471856156,0.04017742874883717,0.0015977669345864725,0.014485865987025575,0.002140948504011379
93,0.7255315465328868,0.014492918703798667,0.004913588632343997,0.0021219003725408514,0.05201511780209974,0.004638909420798949,0.09390669150432168,0.07743892081108528,0.0012140877116246461,0.023726318508499673
94,0.8472431318096166,0.050804972900985096,0.021766297388736026,0.007691370363329803,0.028768466780533512,0.009128394289735815,0.017057183416732194,0.00597013870249155,0.0028902530188779,0.008679791328961562
95,0.8211354780335374,0.036246594507295,0.0012059680155970987,0.02978005678285548,0.04083470023081924,0.011076049389677012,0.04731056157257503,0.002889352220284885,0.003360313910370395,0.006160925336989342
96,0.6915457743787772,0.0899380163158119,0.015417427797706674,0.03652750337221511,0.018087726606787938,0.013089597993597058,0.04789600794920606,0.06503422158219883,0.0031784329573694647,0.019285291046329794
97,0.3624645945494356,0.19988805120879724,0.0882051897124762,0.04743397100105916,0.1060250487073322,0.07874923317934769,0.03873610065354771,0.02424085009680236,0.024542098293935926,0.02971486259726602
98,0.31478327260375927,0.10292069658105645,0.041857136595102984,0.2694651876561898,0.017289736877581945,0.15286564214557335,0.03329806583124411,0.030464559136994633,0.007028590377465968,0.030027112195031555
99,0.16801949079589776,0.6996925888969062,0.007399095465756325,0.04590072291060599,0.0317107546131895,0.00562634657799939,0.03430369438903992,0.002625344826734751,0.0027049944735332556,0.0020169670503367093
100,0.09576272731539283,0.03719166988182161,0.08675868290101552,0.028840340918733772,0.4138128877954639,0.07185822398065099,0.0516419415790191,0.08086257496195601,0.07011673300346895,0.0631542176624775
101,0.9345607950302112,0.013013759440235828,0.0011821202594453797,0.005608879055644865,0.018515515058497665,0.0056919543615312025,0.009508575042000096,0.00617181375969465,0.0012942102764360566,0.0044523777163031335
102,0.0589701481456609,0.006264087570095301,0.0024733690110315463,0.5927863638862888,0.061602522223427526,0.15843612948939342,0.05584378620053269,0.03096885264579981,0.0022371643377667194,0.0304175764900032
103,0.49006004836309675,0.0333791437974207,0.019988628173618486,0.1261692873586393,0.059548599973962085,0.09163470088514361,0.030015887423740915,0.05118857409490622,0.02412490163072026,0.07389022829875179
104,0.7111029182424996,0.03883429175441504,0.002886513341565918,0.017965902572917906,0.026470129937149523,0.03606356731766693,0.09441975543979633,0.061445298939094055,0.00309860462093662,0.007713017833958353
105,0.2039246530891831,0.39449858800943405,0.03522972742306533,0.2048362830509843,0.025974713899837958,0.06993374048868686,0.03643886622294662,0.0075987386722031515,0.009840769591580098,0.011723919552077772
106,0.6331643708989,0.1862906276538482,0.029549854601521784,0.02224153412713625,0.03385102219732431,0.02074873584006264,0.0325149174832628,0.01758711249410513,0.00825546612875609,0.015796358575082808
107,0.3712819882547635,0.004166983594263834,0.002947249942434345,0.005532865809596902,0.12948088965470647,0.030940491416341375,0.029461383956718094,0.41361500734682416,0.006387001156040664,0.006186138868311165
108,0.9189161537744276,0.020115753834398252,0.004420261457528551,0.004022462667692845,0.011355976387092202,0.011077345122691346,0.016734005902854256,0.0044509720369832135,0.0029872168417546387,0.005919851974576772
109,0.19647804461418655,0.4551617692273203,0.03350589307168927,0.08490357591336811,0.037279553360051045,0.08038319358952332,0.0563054645109061,0.006922718150137946,0.007932286334218303,0.04112750122859919
110,0.40263964640769606,0.05617978027112785,0.021248980399289484,0.10092403678672034,0.06408306300515296,0.04530139134932601,0.044346930906304614,0.20530422265445136,0.011514365661421415,0.04845758255850971
111,0.14283859371015065,0.24305144299354728,0.298159320210785,0.05227363089195268,0.015505320450271054,0.04664811370307098,0.022512082693388304,0.010769728841459589,0.14716807147206246,0.021073695033312145
112,0.43692257902064796,0.3080056443732257,0.07133015589691119,0.04049764732410741,0.02838003037344087,0.031217176399673786,0.0401194440536259,0.012104047696375997,0.014560225470666854,0.01686304939132433
113,0.9240754338617173,0.01098415901177884,0.0005328212630236387,0.002229646419660432,0.00815280308097694,0.004654380943916943,0.014954161553363269,0.018377451672089942,0.0014443873360462114,0.014594754857426697
114,0.7641497226809869,0.01769685252994115,0.000994296450561203,0.018975218074185042,0.06685475661760915,0.006506697550298085,0.025223322871761926,0.05445662373768037,0.003097949872490196,0.04204455961448588
115,0.7303530324474824,0.1317655114800373,0.022895575076625013,0.019911966147167046,0.021666244409554093,0.019561862056353477,0.023697782871154482,0.011843293809360922,0.005110291914585687,0.01319443978767937
116,0.697780016546382,0.01062991387655789,0.0025017699693868,0.026472710128110352,0.021879365859411023,0.007872222402775762,0.06508813167137999,0.12819709535517432,0.004922178806468538,0.0346565953843532
117,0.856656089528231,0.038841154172703035,0.013869524465836247,0.004754797164429226,0.025537030209644894,0.0042285394366149845,0.03139148387966368,0.011436457386518715,0.002513345706485362,0.010771578049873236
118,0.8874252301745695,0.02782432077025308,0.02305857145313391,0.0074036304255957405,0.016603357392843524,0.007423378224430315,0.01591662605796285,0.004781034130371995,0.001819236354989984,0.007744615015848995
119,0.9524822282614258,0.014228773867736737,0.0021516776227215604,0.0009521582175681157,0.015399889158692026,0.004381846952375441,0.00516367776811012,0.0014838848699897447,0.001036758894280788,0.002719104387099927
120,0.49717425426596773,0.02472612900942372,0.0851436734482862,0.009924055487224836,0.11338234613732613,0.06306330567732088,0.04006911786475697,0.059385365279818435,0.004258288658326833,0.10287346417154787
121,0.7768025155425504,0.015315542706848744,0.0016035657404607263,0.005421215272743699,0.03772526216912719,0.011158887750486866,0.04286883306965625,0.10029987075325698,0.001011276690805189,0.007793030304063872
122,0.9133202827691882,0.02642104604410384,0.002190246368766106,0.004253415700836777,0.020218566984567175,0.008729903127391032,0.01648092028828168,0.0026256671421998365,0.0019290530162448414,0.0038308985584212104
123,0.25409837839515775,0.5139520768547132,0.04379574332995344,0.05953959829708852,0.02308425756592155,0.03761568503516104,0.03170623286126748,0.004445507340192812,0.00725006626262511,0.02451245405791894
124,0.9479101097519619,0.017994844011029198,0.0014428916785810294,0.001357099169318047,0.013690654832166404,0.0027801974643125024,0.007970174601906254,0.002600415981321175,0.0007551449515039047,0.003498467557900103
125,0.05087682816719621,0.03946082172734807,0.5110362151272195,0.008053568790261574,0.2292228041511965,0.07168550532693002,0.06314015942509241,0.003992890570303757,0.01564209042873243,0.0068891162857198105
126,0.16163871896657064,0.14202149885503126,0.05916947857686038,0.10800225824136779,0.10854732337437491,0.09637399244338928,0.06389768141890077,0.004441465868238177,0.22491511847598092,0.030992463779286234
127,0.8465682115024309,0.013181780855582761,0.009925525681068905,0.00942306589035555,0.01035116322258806,0.03206724150312975,0.015979242945843238,0.03216706402423533,0.0016130539794915065,0.028723650395273907
128,0.8753307878655423,0.03792775453194827,0.009414275024632117,0.018008824763002727,0.012696446389374946,0.017198882067857597,0.014938352175797644,0.004331760195370984,0.0032108943105044006,0.006942022675969268
129,0.04905632317208192,0.21363766522534708,0.4128583812900234,0.04599342858822223,0.013094600818511807,0.06220249499096065,0.024755084185071868,0.0034548134883676386,0.16284291674975754,0.012104291491656333
130,0.3908877891540865,0.45093750808683575,0.01909678413445919,0.05878742017275751,0.012481836896888445,0.014525200235675197,0.030080667384986593,0.003169816849108202,0.0032175811431766105,0.01681539594202585
131,0.0834204643875818,0.026740913516708226,0.10583139054864658,0.01918791987453713,0.5579428089170699,0.06901093073833074,0.04645812684122672,0.005096093504224863,0.07751530494393294,0.008796046727740375
132,0.8626885071817513,0.01461690476327365,0.0034209689816152083,0.0023259998835573007,0.014881611805466988,0.008637526361001782,0.025532537593016377,0.04769759094284814,0.002534060828862111,0.01766429165860763
133,0.9382391448243061,0.0020980373744992177,0.0004206746491457989,0.0010977964736363977,0.01364149176169581,0.003981272930128702,0.011351354101841597,0.0184331303815941,0.0005865167491191244,0.01015058075403319
134,0.10816604684229275,0.02514752334703506,0.03045935399761273,0.015713255168887604,0.2229626397403734,0.16739081051819857,0.03200205673576025,0.020654924103973443,0.3378755742623359,0.03962781528352979
135,0.8065279174960036,0.09833123620076871,0.012654105391390396,0.025207805433915167,0.0158554114971254,0.015073774609113072,0.01626216761420858,0.0015471629177594825,0.003614788840779068,0.00492562999893649
136,0.07947070234786224,0.04465808465839419,0.002494834141789388,0.6936979613530988,0.03419884852028966,0.049534870648185465,0.06573793220199398,0.015071642126473914,0.00436157159611652,0.010773552405795646
137,0.016608109573913708,0.01770080057592341,0.04976251108260523,0.018460740438643673,0.01594451608717448,0.7794719980939855,0.022288088835178053,0.002158877543411313,0.07497908831698803,0.002625269452176313
138,0.07075731659679961,0.0693141614011055,0.7019862080606358,0.018923019794503063,0.029146991675748593,0.0378154025089057,0.019993439560524327,0.0035224609103615195,0.039619337751118366,0.008921661740297297
139,0.04725349289212889,0.004911760228912418,0.2624506988692773,0.012161808513615901,0.03384534594828732,0.5053033853218292,0.029710201089713558,0.010533496095955525,0.08562849382462341,0.00820131721565641
140,0.7747860053260536,0.03988460363911013,0.008557103821796105,0.028287601008612308,0.019014726196299892,0.024172324075982736,0.04783427876577217,0.019175532758614784,0.003103564713899557,0.03518425969385802
141,0.9232297454892878,0.025287517013945143,0.002282992153660496,0.0026988580387652893,0.01051202473677157,0.00707087146302628,0.013641996617876647,0.009767254958348544,0.0026065592332217575,0.002902180295096423
142,0.7599612900934308,0.060282166330168904,0.005134229332834155,0.03102109009336475,0.026010239541706243,0.015356360351508573,0.03617935882825776,0.04555224159299937,0.0018518397932864228,0.018651184042443043
143,0.7178163336137338,0.06360165862187325,0.008067309705320708,0.026347896012544746,0.049108019020095366,0.020761168947315476,0.05209673005527344,0.0330663159944716,0.008018663327650567,0.021115904701721453
144,0.78666789418508,0.026270312007860775,0.007741182147231291,0.011244156151686814,0.037599664537706086,0.00784799573624651,0.01637005404828617,0.09328818684245546,0.0033061046891312827,0.00966444965431581
145,0.38085984336129347,0.008750572687873635,0.010698147819188422,0.1402072580970376,0.06209562288040532,0.2158647848484831,0.060176211958291585,0.01904139017452713,0.008630846639407587,0.09367532153349215
146,0.7644305191701181,0.05975527889889775,0.00913373597503549,0.012131883433157157,0.022845767268112844,0.011519038110949852,0.06292705925771065,0.036720961891640584,0.0050054283797518855,0.015530327614625519
147,0.47995445768290623,0.2908490323349798,0.04860570153833017,0.03926679493676783,0.027684278591214778,0.024277587737334228,0.0465772728402187,0.013282115909060933,0.012952612677208788,0.016550145751978457
148,0.7243989177701096,0.06902172386304191,0.001628738995120356,0.012483953680998524,0.11212526841126955,0.020487375418505215,0.04615543293062356,0.008763652753776944,0.002448416156226024,0.002486520020328593
149,0.09349930704073497,0.05511048624025571,0.5617155287303784,0.009172270250298141,0.10448797269340108,0.03680723242792068,0.022843701487307196,0.0018609059633186086,0.10656471254160259,0.007937882624782412
